9078,38377,-0.898212,1.01743,199.314, 
9081,12478,-0.684215,1.70792,190.783, 
9101,66271,-0.487534,0.660472,170.026, 
9105,106812,-0.845941,0.523213,170.997, 
9109,75028,-0.0842252,0.667332,182.79, 
9115,58424,-0.00400715,0.736294,177.97, 
9116,133543,-0.426673,0.475783,173.868, 
9117,114754,-0.0419134,0.511666,173.329, 
9118,96370,-0.397175,0.558335,173.327, 
9122,85721,0.298959,0.603977,176.833, 
9123,127048,-0.171153,0.504589,179.855, 
9124,123948,0.134829,0.576037,202.801, 
9125,108170,-0.0223978,0.53447,175.783, 
9127,50844,-0.200517,0.784961,176.998, 
9128,159528,-0.0593264,0.434012,173.349, 
9130,123634,-0.416102,0.49279,173.273, 
9131,132794,-0.655436,0.475421,173.248, 
9132,46304,0.184831,0.805153,173.256, 
9133,96404,-0.313414,0.555952,172.618, 
9134,26143,1.35704,1.06263,171.815, 
9135,68464,-0.788573,0.65576,171.584, 
9136,95439,-0.610265,0.557209,172.14, 
9138,67860,0.598592,0.66389,172.943, 
9139,19603,0.725737,1.23485,172.892, 
9141,125061,0.258032,0.489508,173.109, 
9142,75455,-0.637874,0.635201,174.484, 
9143,42018,-1.43531,0.855671,175.398, 
9144,77677,0.217768,0.616414,171.798, 
9145,47441,0.524319,0.804293,175.183, 
9146,19637,0.66532,1.23181,172.616, 
9147,52018,-0.0250475,0.760166,173.374, 
9148,48030,-0.207407,0.787847,172.663, 
9149,44405,0.169203,0.81199,171.106, 
9150,43590,-0.271205,0.820211,171.245, 
9152,41963,-1.58166,0.843276,172.744, 
9153,43008,0.0603691,0.826504,171.404, 
9154,33784,-0.00849535,0.938036,172.415, 
9158,123807,-0.710871,0.491136,172.812, 
9159,10103,-1.16341,1.73195,174.085, 
9160,44580,-0.393445,0.892494,188.441, 
9161,91532,0.331605,0.573254,173.434, 
9162,119930,-0.650802,0.516914,179.012, 
9163,15617,-1.52844,1.40083,175.058, 
9164,171904,0.0678291,0.418057,173.332, 
9165,12812,1.41359,1.52095,172.157, 
9169,44875,-0.288112,0.811609,171.929, 
9170,159779,0.61745,0.431814,172.606, 
9171,25866,-0.353167,1.07095,172.24, 
9172,56545,-0.416386,0.72312,171.952, 
9173,42606,0.802957,0.835294,172.415, 
9186,161088,-0.452193,0.437669,175.662, 
9187,172481,0.289833,0.420633,174.692, 
9188,174180,0.389569,0.417493,174.24, 
9189,167797,0.155685,0.424174,173.755, 
9190,174161,-0.74802,0.416051,173.629, 
9191,168178,-0.417749,0.424771,174.197, 
9192,165147,0.0368361,0.428223,174.022, 
9193,167587,0.712516,0.424395,173.736, 
9194,163946,0.223492,0.431976,174.908, 
9195,167194,-0.241265,0.427608,174.846, 
9196,165123,-0.68916,0.434065,176.384, 
9197,156689,-0.157346,0.445493,176.344, 
9198,170114,0.0636037,0.42091,173.604, 
9199,140086,-0.325246,0.467996,175.162, 
9200,149016,0.0103543,0.460964,177.944, 
9201,142943,0.572926,0.468629,177.178, 
9202,162478,-0.294897,0.439228,177.047, 
9203,126734,-0.0167545,0.502219,178.789, 
9204,145633,-0.456347,0.45707,174.426, 
9212,52318,0.469047,0.766423,175.305, 
9213,43015,-0.112324,0.843332,174.908, 
9214,29596,-0.385904,1.06237,182.766, 
9215,162508,-0.0433293,0.437182,176.238, 
9216,151239,-0.478372,0.454692,176.827, 
9217,161787,0.411948,0.435546,175.189, 
9218,169759,0.31054,0.425286,175.226, 
9219,61297,-0.0770973,0.714066,176.79, 
9221,54162,-0.0415238,0.755859,175.909, 
9224,57770,0.130881,0.779663,187.395, 
9226,82645,1.27598,0.617709,177.579, 
9229,126682,-0.234754,0.57545,204.817, 
9230,114148,0.448833,0.514743,173.91, 
9231,169515,-0.0642334,0.421121,173.385, 
9232,173805,0.16841,0.41747,174.043, 
9233,167573,-0.420603,0.424919,173.943, 
9234,84821,0.171596,0.597798,174.103, 
9236,170861,0.0422715,0.420772,173.927, 
9237,169918,-0.174892,0.418727,172.604, 
9238,166205,-0.11094,0.425608,173.513, 
9239,181856,0.572584,0.406338,173.281, 
9240,169569,-0.300486,0.421801,173.693, 
9243,139718,-0.216559,0.464562,173.648, 
9280,163639,0.454878,0.430385,174.101, 
9281,170759,0.0206722,0.42189,174.338, 
9282,167772,0.425169,0.424134,173.725, 
9283,160944,-0.359469,0.43501,174.516, 
9284,154410,0.499976,0.442373,173.831, 
9286,123178,-0.583303,0.499074,175.159, 
9287,157803,-0.489131,0.439905,174.75, 
9288,157148,0.1553,0.440594,174.66, 
9289,12676,0.245202,1.71361,192.931, 
9290,146975,0.253325,0.454614,174.287, 
9291,109564,-0.470583,0.532394,176.225, 
9293,97761,0.381577,0.566932,177.261, 
9294,128016,-0.368564,0.487166,174.305, 
9295,129648,0.52212,0.483919,174.243, 
9296,19819,0.646713,1.23943,174.487, 
9300,151008,0.0897773,0.444706,172.812, 
9301,169990,-0.0402747,0.415754,171.415, 
9302,166672,0.13948,0.422744,172.587, 
9303,146413,-0.60409,0.452906,173.3, 
9304,160211,0.448848,0.43443,173.887, 
9336,181093,0.113565,0.408453,173.817, 
9337,28043,1.05999,1.04513,175.018, 
9341,64533,1.17655,0.677167,172.023, 
9342,171396,-0.85566,0.423995,175.534, 
9343,30799,-0.023402,0.992355,174.155, 
9344,174159,-0.0830778,0.41896,174.842, 
9345,150885,-0.20609,0.457458,177.694, 
9346,164227,0.618069,0.437483,177.29, 
9347,175519,0.322966,0.425537,178.279, 
9348,176421,0.298208,0.419656,176.266, 
9349,168010,-0.673579,0.429253,175.947, 
9350,107863,-0.126671,0.548442,180.122, 
9351,147352,-1.31231,1.32818,509.84, 
9352,50737,0.164168,0.807729,181.94, 
9358,94514,0.308732,0.569927,175.213, 
9359,167799,1.03256,0.431964,176.947, 
9360,181412,0.185875,0.414061,176.359, 
9361,94688,-1.00106,0.580222,178.542, 
9362,187294,-0.0383549,0.409441,177.196, 
9363,167209,0.155144,0.433633,177.318, 
9364,118766,-0.0392941,0.511326,176.216, 
9365,37763,-0.871926,0.93847,182.37, 
9367,12559,0.320338,1.5732,176.304, 
9368,173842,0.47715,0.418638,174.549, 
9369,173489,0.277361,0.419047,174.542, 
9370,161940,-0.259969,0.435185,175.126, 
9372,173070,0.0255938,0.424238,176.49, 
9373,185265,-0.351439,0.41068,176.767, 
9374,184996,-0.190483,0.411288,176.9, 
9375,180434,0.159936,0.416761,177.03, 
9376,151651,-0.142184,0.461293,179.639, 
9377,142910,0.0688452,0.471567,178.268, 
9378,152882,0.159678,0.454028,177.526, 
9384,148730,1.01574,0.464776,179.243, 
9385,174223,-0.1207,0.422752,176.457, 
9386,168532,0.365708,0.42656,175.114, 
9387,173963,0.170368,0.417783,174.253, 
9388,174080,-0.331954,0.419286,174.938, 
9389,78319,-1.06383,0.656261,183.658, 
9390,180869,0.0774202,0.41639,177.085, 
9391,185606,0.0587868,0.414121,178.412, 
9392,92337,0.198803,0.584009,177.463, 
9397,162726,-0.617256,0.435756,175.781, 
9398,179886,-0.388376,0.414334,175.731, 
9399,166936,0.254861,0.420823,171.939, 
9406,165252,0.0904228,0.423196,172.034, 
9407,131103,-0.382051,0.475587,172.201, 
9408,175239,-0.367711,0.410799,171.967, 
9409,179900,0.282904,0.404327,171.494, 
9410,170456,0.643571,0.414305,171.051, 
9411,176409,-1.01285,0.41009,172.242, 
9412,173857,-0.705769,0.412537,172.012, 
9413,174593,0.342926,0.411653,172.006, 
9414,177011,-0.50129,0.407913,171.62, 
9415,65438,-1.44485,0.672215,171.958, 
9416,36949,1.76236,0.891176,171.303, 
9419,15975,-0.854211,1.58737,200.632, 
9420,49109,0.821108,0.944854,209.385, 
9421,85199,0.624903,0.701367,204.721, 
9422,169634,-0.401972,0.495956,204.268, 
9423,177220,0.60689,0.479057,201.671, 
9424,173422,-0.608643,0.484132,201.612, 
9425,184171,-0.73166,0.468792,201.183, 
9426,176420,-0.820525,0.480302,201.738, 
9427,183680,-0.0374309,0.471054,201.884, 
9428,177870,-0.0906918,0.479165,202.086, 
9429,174818,-0.153785,0.483926,202.336, 
9430,183342,-0.925295,0.472184,202.182, 
9431,181920,-0.138823,0.47439,202.337, 
9432,180810,0.390054,0.473518,201.348, 
9433,149117,-0.555033,0.523737,202.245, 
9434,169761,-0.272332,0.489913,201.854, 
9435,20323,-0.164197,1.41522,201.752, 
9436,120571,-1.01075,0.581969,202.079, 
9437,182236,-0.756204,0.473795,202.259, 
9438,144170,0.218686,0.535223,203.223, 
9439,181971,0.0299059,0.479106,204.377, 
9440,184514,0.201474,0.476044,204.485, 
9441,164030,-0.363113,0.505648,204.791, 
9443,185903,0.132625,0.474837,204.733, 
9444,182874,-0.0972966,0.479691,205.134, 
9445,154440,0.701865,0.51958,204.189, 
9446,181029,-0.143445,0.481541,204.883, 
9447,167681,-0.723283,0.499604,204.582, 
9448,182838,-1.2007,0.479913,205.209, 
9449,182652,-0.893826,0.479606,204.973, 
9450,176917,-0.81447,0.485499,204.208, 
9451,178159,-0.0487564,0.484522,204.511, 
9452,162420,0.218953,0.508403,204.894, 
9453,177858,-1.16201,0.483986,204.112, 
9454,177377,0.0640396,0.486898,205.063, 
9455,168722,-0.668166,0.498371,204.71, 
9456,178403,0.347398,0.48227,203.7, 
9457,183288,-0.856301,0.478491,204.852, 
9458,178246,0.00822534,0.483844,204.275, 
9459,185099,-0.983106,0.474452,204.124, 
9460,183681,-0.214139,0.478149,204.925, 
9461,164628,-0.823286,0.506832,205.644, 
9462,187310,-0.0716572,0.472527,204.507, 
9463,185107,-0.421041,0.475963,204.779, 
9464,185990,-0.107805,0.474406,204.595, 
9465,168553,-0.090993,0.496258,203.74, 
9466,19541,0.233299,1.45124,202.867, 
9467,133548,-0.278855,0.539835,197.278, 
9468,105703,-0.42291,0.576433,187.41, 
9470,180956,-0.191692,0.438465,186.518, 
9471,184645,-0.140231,0.435144,186.983, 
9472,173651,0.576378,0.450794,187.852, 
9473,186323,0.193373,0.434146,187.4, 
9474,188735,-0.0827599,0.432747,188.001, 
9475,172157,0.0584399,0.450921,187.095, 
9476,181462,0.0297544,0.440607,187.691, 
9477,176663,-0.385517,0.445478,187.24, 
9478,170403,0.0365456,0.456073,188.267, 
9479,176341,-0.430328,0.447403,187.878, 
9480,150140,-0.319619,0.484597,187.771, 
9481,162685,0.936043,0.466522,188.168, 
9491,166532,0.499295,0.459407,187.476, 
9492,182321,-0.0760543,0.439232,187.548, 
9493,181814,0.770988,0.441639,188.313, 
9494,22359,0.221789,1.26051,188.483, 
9495,164325,-0.969978,0.463525,187.899, 
9496,168166,0.11858,0.456416,187.167, 
9497,155903,-0.141849,0.473503,186.961, 
9498,123152,-0.734389,0.531322,186.457, 
9499,100126,0.489973,0.586741,185.661, 
9500,160706,0.395292,0.466299,186.931, 
9501,175161,0.348849,0.44563,186.506, 
9502,176893,-0.140511,0.442687,186.188, 
9503,177559,-1.29047,0.441811,186.169, 
9504,147308,-0.144308,0.483781,185.679, 
9505,159741,-0.0410486,0.470808,188.171, 
9506,156420,0.109306,0.47246,186.858, 
9507,164560,-0.162919,0.461146,187.069, 
9508,179439,-0.50411,0.445148,188.566, 
9510,172090,-0.516426,0.457303,189.706, 
9515,162483,0.740543,0.469055,189.072, 
9516,183131,-0.00899363,0.441146,188.783, 
9517,183665,-0.0319002,0.441256,189.105, 
9518,184990,-0.278897,0.440857,189.615, 
9519,130461,-0.126428,0.524788,189.55, 
9520,165782,-0.234166,0.466251,189.84, 
9521,179086,-0.301761,0.448924,189.978, 
9522,61070,0.957674,0.771187,190.578, 
9523,168054,-0.206753,0.46147,189.177, 
9524,149882,-0.00469325,0.496896,192.371, 
9525,144520,0.701953,0.510999,194.26, 
9526,177612,-0.509052,0.457587,192.845, 
9527,146450,0.544922,0.495635,189.673, 
9528,180700,-0.551597,0.446486,189.796, 
9529,154507,0.51616,0.481512,189.27, 
9530,173741,-0.487873,0.454177,189.311, 
9531,172682,-0.593711,0.45694,189.881, 
9532,186337,-0.187447,0.440842,190.297, 
9533,185508,-0.012978,0.440944,189.918, 
9534,177341,-0.38406,0.451804,190.263, 
9535,151530,0.216729,0.48615,189.243, 
9536,164735,-0.457962,0.467113,189.59, 
9537,178900,-0.201626,0.448972,189.9, 
9538,180309,-0.175239,0.447455,190.002, 
9539,143127,-0.486082,0.501389,189.686, 
9540,185619,0.0327597,0.44114,190.059, 
9541,170435,-0.300123,0.459156,189.557, 
9542,181960,-0.58205,0.445572,190.067, 
9543,81575,-1.69803,0.663889,189.616, 
9552,119623,-0.876879,0.563619,194.936, 
9553,173185,-0.0260504,0.459922,191.399, 
9554,154797,0.0948705,0.472288,185.818, 
9555,160356,-0.667441,0.463275,185.516, 
9556,174846,0.72373,0.444571,185.895, 
9557,47667,-0.233742,0.849801,185.535, 
9558,175358,0.0473458,0.445507,186.56, 
9559,182978,-0.409153,0.436193,186.586, 
9560,173866,0.399932,0.446537,186.193, 
9561,175991,0.691285,0.442557,185.658, 
9562,177558,0.0121133,0.440723,185.71, 
9563,177817,-0.375927,0.43985,185.477, 
9564,177995,-0.518996,0.440381,185.794, 
9565,98334,-0.0876234,0.590084,185.04, 
9566,184379,-0.531801,0.432801,185.842, 
9567,171843,0.515583,0.448936,186.102, 
9568,186610,-0.215828,0.431163,186.255, 
9569,173665,-0.767046,0.447566,186.515, 
9570,174578,0.337622,0.446822,186.693, 
9571,183034,-0.67127,0.437515,187.18, 
9572,165636,0.311902,0.46023,187.306, 
9573,164693,-0.204787,0.45969,186.553, 
9574,181545,0.335768,0.436919,186.163, 
9575,178918,-0.108494,0.439092,185.73, 
9576,176905,-0.298834,0.442575,186.147, 
9577,171358,0.0924144,0.449942,186.255, 
9578,174303,0.019403,0.443851,185.306, 
9579,169396,0.473739,0.450298,185.332, 
9580,178823,-0.848489,0.439614,185.902, 
9581,184062,-0.143076,0.434213,186.288, 
9582,185196,-0.692325,0.431157,185.546, 
9583,172005,-0.397675,0.448652,186.071, 
9584,92523,0.085087,0.612214,186.221, 
9585,184128,-0.692654,0.433288,185.924, 
9586,163967,-1.07004,0.45902,185.87, 
9587,156645,0.0636951,0.469446,185.799, 
9588,149696,0.264936,0.478941,185.305, 
9589,157410,-0.550589,0.467556,185.502, 
9590,171674,-0.318868,0.44875,185.933, 
9591,187254,0.372701,0.42937,185.801, 
9592,151903,-0.799544,0.476637,185.768, 
9593,182572,-0.592828,0.435089,185.907, 
9594,168132,-0.667732,0.453394,185.909, 
9595,176805,-0.0704516,0.440989,185.428, 
9596,160378,-0.407443,0.462371,185.167, 
9597,170262,0.110678,0.450206,185.768, 
9598,185462,0.0748673,0.431011,185.616, 
9599,158712,-0.742875,0.465482,185.442, 
9600,183621,-0.0371268,0.4329,185.502, 
9601,169206,0.0425456,0.450119,185.155, 
9602,180357,0.087539,0.437996,186.01, 
9603,180348,-0.761721,0.434986,184.727, 
9604,175694,-0.190926,0.442302,185.395, 
9608,180005,0.422832,0.436287,185.104, 
9609,182853,-0.311529,0.431926,184.697, 
9610,170263,-0.201646,0.447484,184.645, 
9611,166481,0.778788,0.45192,184.393, 
9612,62673,-0.0421677,0.733798,183.703, 
9613,184443,-0.128631,0.429138,184.301, 
9614,180250,-0.0131849,0.436932,185.503, 
9615,150276,-0.360788,0.474505,183.944, 
9617,183229,-0.85457,0.432286,185.041, 
9618,120372,0.253981,0.533758,185.186, 
9619,182343,0.407598,0.436004,186.181, 
9620,178039,-0.13846,0.438512,185.029, 
9621,170640,0.107205,0.448588,185.306, 
9622,174870,0.197145,0.445336,186.228, 
9623,183328,0.485821,0.435672,186.541, 
9624,164848,-0.202213,0.462443,187.759, 
9625,171819,-0.416386,0.452076,187.39, 
9626,152278,-0.250972,0.47576,185.655, 
9627,175825,-0.52637,0.444187,186.254, 
9628,182411,-0.773959,0.435461,185.984, 
9629,183170,0.0192928,0.434074,185.776, 
9630,176652,-0.499183,0.442695,186.065, 
9631,177024,-0.106973,0.441616,185.806, 
9632,111328,-1.09212,0.568626,189.727, 
9633,68687,-1.02962,0.724331,189.834, 
9634,154525,0.0705809,0.477755,187.804, 
9635,161745,-0.0283171,0.464102,186.65, 
9637,182929,0.194098,0.434013,185.628, 
9638,153408,0.506549,0.476257,186.537, 
9639,94602,0.259468,0.550732,169.391, 
9640,165223,0.0974944,0.423621,172.192, 
9641,167009,0.0147672,0.423096,172.905, 
9642,150418,0.329827,0.451081,174.946, 
9643,167587,-0.22959,0.427288,174.92, 
9646,142185,-1.21531,0.463811,174.891, 
9647,158110,0.254662,0.436536,173.58, 
9648,91229,-0.0371591,0.572314,172.863, 
9649,138420,-0.397938,0.466245,173.466, 
9650,157207,0.0672998,0.434807,172.398, 
9653,133170,-0.775473,0.473848,172.919, 
9656,140650,-1.26454,0.464647,174.258, 
9657,153825,0.707868,0.44471,174.418, 
9658,177530,0.119349,0.414174,174.509, 
9659,186849,-0.207936,0.404387,174.801, 
9660,166096,-0.7072,0.429964,175.231, 
9661,174376,-0.0187322,0.414508,173.092, 
9662,185107,-0.652468,0.403779,173.722, 
9663,179610,-0.652298,0.408697,173.208, 
9664,185581,-0.480727,0.405168,174.543, 
9665,181736,0.0653989,0.408149,173.996, 
9666,97042,0.49255,0.55562,173.084, 
9668,174808,0.426762,0.415691,173.8, 
9669,177061,0.55783,0.411721,173.247, 
9670,179069,0.147182,0.410951,173.9, 
9671,177113,0.862672,0.411265,173.08, 
9672,188556,-0.732593,0.399292,173.385, 
9673,180146,-0.153068,0.408401,173.34, 
9674,173631,-0.0435656,0.423089,176.297, 
9675,170909,0.0894965,0.424326,175.421, 
9676,185690,0.00846442,0.40553,174.75, 
9677,176498,-0.690115,0.416499,174.978, 
9678,171858,0.111817,0.422916,175.323, 
9679,161719,-0.243844,0.437411,175.902, 
9681,177419,0.125892,0.418465,176.262, 
9682,177499,0.149895,0.4178,176.022, 
9683,179667,-0.3918,0.415165,175.977, 
9684,173738,0.654147,0.422245,175.999, 
9685,177119,-0.463875,0.418864,176.281, 
9686,157670,-0.707794,0.442516,175.713, 
9687,171066,-0.611644,0.422935,174.927, 
9689,179894,0.220816,0.411964,174.73, 
9690,171260,-0.346902,0.420672,174.089, 
9691,170181,0.00166322,0.422763,174.402, 
9692,177109,0.0790233,0.414583,174.474, 
9693,173984,-0.163722,0.419519,174.987, 
9694,168162,-0.654387,0.426816,175.027, 
9695,154212,-0.128738,0.448566,176.151, 
9696,179305,0.622274,0.414473,175.506, 
9697,159946,0.267523,0.438766,175.477, 
9698,149462,-0.244337,0.451325,174.484, 
9699,170721,0.310544,0.42428,175.306, 
9700,161873,-0.0244894,0.43544,175.192, 
9701,179992,-0.329818,0.414174,175.715, 
9702,148475,-0.422351,0.452755,174.458, 
9703,181350,-0.353642,0.408682,174.038, 
9704,168535,-0.101054,0.453935,186.354, 
9705,105568,-0.572792,0.54099,175.774, 
9708,148319,-0.0102387,0.45233,174.202, 
9709,158876,-0.401595,0.440187,175.455, 
9710,163674,-0.055098,0.433463,175.365, 
9715,156819,-0.21419,0.442229,175.124, 
9716,180580,-0.407174,0.417749,177.521, 
9717,165231,0.166219,0.431114,175.242, 
9718,185325,0.338397,0.407068,175.24, 
9719,183544,-0.686852,0.409355,175.376, 
9720,185263,-0.392472,0.404695,174.189, 
9721,153197,-0.141143,0.447909,175.313, 
9722,161213,0.0708709,0.435485,174.853, 
9723,179979,0.459373,0.410265,174.05, 
9724,185349,0.294608,0.406028,174.804, 
9725,177641,-0.536143,0.416291,175.456, 
9726,160640,-0.240952,0.43713,175.201, 
9727,105932,-0.476116,0.536927,174.755, 
9728,131760,-0.12312,0.490472,178.035, 
9729,182050,0.527607,0.416848,177.858, 
9730,163150,-0.529597,0.432391,174.651, 
9731,182880,-0.37676,0.403411,172.517, 
9732,165990,0.34152,0.425784,173.472, 
9733,182761,-0.090158,0.405191,173.221, 
9734,141588,0.192933,0.462115,173.886, 
9735,167670,-0.637272,0.427715,175.139, 
9736,113920,-0.51726,0.516791,174.427, 
9738,163508,0.0863352,0.427875,173.016, 
9739,178008,-0.141684,0.409004,172.563, 
9742,173376,-0.350326,0.449755,187.271, 
9743,169048,-0.036743,0.458036,188.323, 
9744,44120,0.226423,0.893802,187.741, 
9745,74598,0.103992,0.685295,187.172, 
9746,172260,0.214032,0.452678,187.88, 
9747,152804,0.532107,0.479184,187.314, 
9748,130636,-0.346979,0.520703,188.201, 
9749,99824,1.18662,0.595991,188.303, 
9750,75089,-0.94449,0.686626,188.152, 
9752,88507,0.306104,0.63512,188.949, 
9753,37626,0.0248325,0.976585,189.432, 
9754,98990,0.711613,0.599298,188.555, 
9755,182797,0.039327,0.44485,190.195, 
9756,83065,-0.523455,0.659488,190.071, 
9757,173890,-1.40252,0.454625,189.579, 
9758,182489,-0.837459,0.443604,189.502, 
9759,184276,-0.291023,0.441195,189.394, 
9760,157296,-0.164852,0.47485,188.328, 
9761,167510,-0.62314,0.461125,188.729, 
9762,165251,0.734936,0.460968,187.388, 
9763,172359,0.0991738,0.449965,186.808, 
9764,181327,-1.17036,0.440987,187.783, 
9765,171977,0.218434,0.451669,187.308, 
9766,176275,0.0183952,0.445921,187.221, 
9767,152752,0.0870894,0.477965,186.806, 
9768,166845,-0.858551,0.45892,187.454, 
9771,176947,0.241478,0.447784,188.361, 
9772,170162,-0.438241,0.455253,187.795, 
9773,183458,-0.40483,0.439577,188.279, 
9774,174904,0.0467489,0.449558,188.012, 
9775,167725,-0.899867,0.45715,187.222, 
9776,161825,-0.188878,0.465667,187.326, 
9777,155982,-0.27295,0.475193,187.676, 
9778,178226,-0.691466,0.444839,187.797, 
9779,11259,3.1262,1.76923,187.73, 
9780,26667,-1.80818,1.1468,187.273, 
9781,188446,-0.218069,0.433408,188.144, 
9782,175549,0.272135,0.451914,189.345, 
9783,97000,-0.0152395,0.611151,190.342, 
9785,28427,-1.37195,1.13133,190.746, 
9786,173903,-0.42114,0.45594,190.135, 
9787,172272,0.259828,0.458966,190.497, 
9788,184082,-0.560673,0.4423,189.768, 
9789,172726,-0.211352,0.457027,189.942, 
9790,176085,0.707856,0.453663,190.368, 
9791,172326,-0.357387,0.457761,190.026, 
9792,181348,-0.816927,0.446068,189.958, 
9793,183383,0.303798,0.447786,191.756, 
9794,163297,-0.101004,0.472364,190.882, 
9795,185444,0.130175,0.442444,190.531, 
9796,183510,0.214044,0.445779,190.963, 
9797,172536,-0.205415,0.461704,191.78, 
9798,175760,-0.342398,0.456759,191.49, 
9799,180867,0.254465,0.450238,191.479, 
9800,171364,-0.0384751,0.4599,190.381, 
9801,170285,0.127226,0.462187,190.724, 
9802,161074,-0.47706,0.476243,191.136, 
9803,173656,-0.125758,0.458484,191.06, 
9805,159193,0.470632,0.48171,192.197, 
9806,177561,0.478952,0.457242,192.673, 
9807,182153,0.659833,0.449226,191.727, 
9808,187817,-0.463429,0.442851,191.922, 
9809,171386,0.269652,0.462384,191.421, 
9810,178208,-0.452636,0.454781,191.984, 
9811,187271,-0.511267,0.441049,190.863, 
9812,154471,0.0957484,0.486335,191.143, 
